ts,gpu_w,gpu_busy_pct,gpu_vram_mib,gpu_temp_c,cpu_pkg_w,cpu_util_pct,mem_used_mib
1789627960.704,198.88,96.0,7468.0,71.0,14.55,28.9,6614
1789627961.732,161.86,86.0,7468.0,65.0,11.25,20.3,6724
1789627962.757,178.41,100.0,7468.0,71.0,13.92,30.4,6729
1789627963.783,198.91,100.0,7468.0,71.0,14.25,31.4,6722
1789627964.809,198.86,100.0,7468.0,72.0,14.65,33.2,6737
1789627965.835,199.23,100.0,7468.0,72.0,14.2,30.7,6746
1789627966.860,167.54,96.0,7468.0,68.0,11.92,20.8,7146
1789627967.887,200.22,94.0,7468.0,71.0,14.28,29.5,7142
1789627968.913,198.77,92.0,7468.0,71.0,14.43,29.2,7125
1789627969.941,199.47,95.0,7468.0,71.0,14.32,28.9,7104
1789627970.966,199.31,95.0,7468.0,71.0,14.09,29.2,7109
1789627971.993,199.4,95.0,7468.0,71.0,14.31,29.2,7079
1789627973.022,199.61,95.0,7468.0,71.0,14.42,29.3,7065
1789627974.049,199.45,96.0,7468.0,72.0,14.5,29.3,7061
1789627975.077,199.57,95.0,7468.0,71.0,14.55,29.4,7074
1789627976.103,199.73,95.0,7468.0,72.0,14.49,29.3,7052
1789627977.131,199.46,96.0,7468.0,72.0,14.41,29.4,7043
1789627978.160,199.26,95.0,7468.0,71.0,14.51,29.3,7041
1789627979.188,199.22,95.0,7468.0,72.0,14.62,29.3,7039
1789627980.214,150.9,0.0,7468.0,70.0,11.12,20.6,7145
1789627981.240,199.42,100.0,7468.0,71.0,14.82,34.1,7152
1789627982.266,199.72,100.0,7468.0,72.0,14.41,32.5,7141
1789627983.293,199.81,100.0,7468.0,72.0,14.33,31.7,7136
1789627984.319,198.62,100.0,7468.0,72.0,13.97,29.2,7190
1789627985.345,177.12,96.0,7468.0,66.0,14.1,28.6,7560
1789627986.370,197.03,95.0,7468.0,71.0,14.84,29.2,7560
1789627987.396,199.35,95.0,7468.0,71.0,14.9,29.3,7557
1789627988.421,199.22,95.0,7468.0,71.0,14.51,29.2,7555
1789627989.448,152.17,0.0,7468.0,65.0,10.78,18.6,7618
1789627990.476,194.1,100.0,7468.0,71.0,14.2,30.9,7619
1789627991.503,198.94,100.0,7468.0,72.0,14.49,32.3,7619
1789627992.529,198.78,100.0,7468.0,72.0,14.38,31.6,7605
1789627993.554,199.38,100.0,7468.0,72.0,14.02,30.0,7603
1789627994.582,174.94,0.0,7468.0,67.0,13.85,27.8,8005
1789627995.607,199.17,95.0,7468.0,71.0,14.56,29.0,8001
1789627996.634,199.16,95.0,7468.0,71.0,14.35,29.2,8001
1789627997.660,198.93,95.0,7468.0,71.0,14.7,29.2,8002
1789627998.686,199.09,95.0,7468.0,71.0,14.77,29.3,8010
1789627999.712,198.98,95.0,7468.0,71.0,14.42,29.3,8007
1789628000.737,199.08,95.0,7468.0,71.0,14.55,29.3,8024
1789628001.762,199.27,95.0,7468.0,71.0,14.49,29.3,8028
1789628002.788,199.32,95.0,7468.0,72.0,14.58,29.3,8032
1789628003.814,199.69,96.0,7468.0,72.0,14.64,29.2,8033
1789628004.840,199.38,96.0,7468.0,72.0,14.35,29.2,8015
1789628005.868,138.15,96.0,7468.0,65.0,10.15,19.5,8012
1789628006.893,76.31,0.0,7468.0,63.0,3.99,0.4,8003
1789628007.931,61.07,0.0,7468.0,62.0,3.95,0.4,7988
1789628008.963,54.26,0.0,7468.0,60.0,3.84,0.4,7966
1789628009.995,47.38,0.0,7468.0,60.0,3.96,0.3,7946
1789628011.035,47.12,0.0,7468.0,59.0,3.88,0.4,7950
1789628012.073,47.0,0.0,7468.0,59.0,3.67,0.4,7959
1789628013.105,46.88,0.0,7468.0,58.0,3.94,0.3,7968
1789628014.138,46.72,0.0,7468.0,58.0,3.7,0.3,7977
1789628015.176,46.56,0.0,7468.0,57.0,3.88,0.3,7994
1789628016.215,89.4,95.0,7468.0,65.0,10.73,19.1,8098
1789628017.243,199.36,95.0,7468.0,67.0,14.52,29.4,8105
1789628018.269,199.14,92.0,7468.0,67.0,14.12,29.0,8100
1789628019.296,199.3,96.0,7468.0,68.0,14.27,29.5,8092
1789628020.321,199.46,95.0,7468.0,68.0,14.48,29.0,8105
1789628021.348,199.25,95.0,7468.0,68.0,14.44,29.5,8116
1789628022.376,199.22,95.0,7468.0,69.0,14.39,29.1,8110
1789628023.404,199.52,96.0,7468.0,69.0,14.26,28.8,8084
1789628024.430,140.23,100.0,7468.0,68.0,10.22,17.1,7897
1789628025.456,199.32,100.0,7468.0,69.0,14.76,33.8,7891
1789628026.482,199.31,100.0,7468.0,70.0,14.44,32.2,7908
1789628027.508,199.35,100.0,7468.0,70.0,14.43,31.7,7883
1789628028.534,198.88,91.0,7468.0,70.0,13.69,27.0,7881
1789628029.559,199.19,96.0,7468.0,70.0,14.7,29.3,7875
1789628030.586,199.02,96.0,7468.0,70.0,14.76,29.4,7877
1789628031.611,199.38,96.0,7468.0,70.0,14.23,29.4,7885
1789628032.637,199.56,96.0,7468.0,70.0,13.98,29.2,7885
1789628033.663,199.31,95.0,7468.0,71.0,14.55,29.5,7902
1789628034.690,199.32,95.0,7468.0,71.0,14.71,29.4,7903
1789628035.715,199.25,96.0,7468.0,71.0,14.88,29.4,7904
1789628036.741,199.04,96.0,7468.0,71.0,14.88,29.3,7897
1789628037.766,199.32,96.0,7468.0,71.0,14.89,29.3,7904
1789628038.793,199.25,96.0,7468.0,71.0,14.78,29.4,7920
1789628039.819,199.16,96.0,7468.0,71.0,14.82,29.3,7905
1789628040.845,199.51,96.0,7468.0,71.0,14.96,29.4,7916
1789628041.871,199.31,96.0,7468.0,71.0,14.97,29.6,7932
1789628042.896,199.34,95.0,7468.0,71.0,14.74,29.4,7924
1789628043.923,199.3,96.0,7468.0,71.0,14.62,29.3,7919
1789628044.952,199.35,93.0,7468.0,72.0,14.79,29.5,7910
1789628045.981,199.48,95.0,7468.0,72.0,14.69,29.6,7920
1789628047.007,199.48,96.0,7468.0,72.0,14.74,29.2,7909
1789628048.035,199.64,96.0,7468.0,72.0,14.81,29.4,7910
1789628049.063,199.75,96.0,7468.0,72.0,14.8,29.5,7904
1789628050.089,199.6,96.0,7468.0,72.0,14.54,29.4,7913
1789628051.117,199.44,95.0,7468.0,72.0,14.61,29.4,7910
1789628052.145,199.45,96.0,7468.0,72.0,14.69,29.5,7905
1789628053.171,199.46,96.0,7468.0,72.0,14.63,29.3,7898
1789628054.196,199.61,96.0,7468.0,72.0,14.59,29.3,7894
1789628055.223,199.48,95.0,7468.0,72.0,14.7,29.6,7892
1789628056.250,199.68,95.0,7468.0,72.0,14.66,29.6,7886
1789628057.275,199.67,97.0,7468.0,72.0,14.54,29.2,7883
1789628058.301,199.62,95.0,7468.0,72.0,14.33,29.7,7873
1789628059.328,199.6,96.0,7468.0,72.0,14.65,29.4,7881
1789628060.354,199.3,95.0,7468.0,72.0,14.58,29.3,7874
1789628061.380,199.45,96.0,7468.0,72.0,14.73,29.5,7897
1789628062.408,199.55,96.0,7468.0,72.0,14.37,29.4,7894
1789628063.437,199.38,96.0,7468.0,72.0,14.5,29.3,7891
1789628064.463,199.58,95.0,7468.0,72.0,14.36,29.4,7893
1789628065.488,199.45,96.0,7468.0,72.0,14.3,29.2,7901
1789628066.515,199.26,96.0,7468.0,72.0,14.61,29.2,7896
1789628067.542,199.73,96.0,7468.0,72.0,14.73,29.3,7892
1789628068.570,199.62,96.0,7468.0,72.0,14.73,29.5,7908
1789628069.596,199.51,95.0,7468.0,72.0,14.29,29.3,7908
1789628070.623,199.55,96.0,7468.0,72.0,14.81,29.4,7911
1789628071.651,199.46,96.0,7468.0,72.0,14.6,29.4,7914
1789628072.678,199.6,96.0,7468.0,72.0,14.53,29.7,7918
1789628073.706,199.64,96.0,7468.0,72.0,14.76,29.4,7919
1789628074.735,199.47,95.0,7468.0,72.0,14.84,29.8,7906
1789628075.762,199.51,96.0,7468.0,72.0,14.68,29.5,7902
1789628076.790,199.43,96.0,7468.0,72.0,14.59,29.2,7896
1789628077.817,199.35,96.0,7468.0,72.0,14.73,29.5,7888
1789628078.843,199.65,96.0,7468.0,72.0,14.8,29.5,7886
1789628079.870,199.35,95.0,7468.0,72.0,14.65,29.4,7879
1789628080.896,199.35,96.0,7468.0,72.0,14.73,29.3,7883
1789628081.923,199.29,96.0,7468.0,72.0,14.81,29.5,7881
1789628082.949,199.3,94.0,7468.0,72.0,14.7,29.4,7880
1789628083.975,199.59,96.0,7468.0,72.0,14.73,29.4,7888
1789628085.001,199.46,97.0,7468.0,72.0,14.8,29.6,7889
1789628086.027,199.67,96.0,7468.0,72.0,14.64,29.5,7890
1789628087.053,199.71,96.0,7468.0,72.0,14.24,29.4,7883
1789628088.080,199.73,96.0,7468.0,72.0,14.79,29.5,7900
1789628089.106,199.6,97.0,7468.0,72.0,14.56,29.5,7910
1789628090.132,199.47,96.0,7468.0,72.0,14.73,29.3,7904
1789628091.158,199.35,96.0,7468.0,72.0,14.52,29.5,7900
1789628092.185,199.44,96.0,7468.0,72.0,14.86,29.6,7896
1789628093.211,199.64,95.0,7468.0,72.0,14.99,29.5,7902
1789628094.237,199.4,97.0,7468.0,72.0,14.0,29.5,7892
1789628095.262,199.57,95.0,7468.0,72.0,14.04,29.4,7905
1789628096.288,199.6,96.0,7468.0,72.0,14.1,29.5,7905
1789628097.317,199.43,97.0,7468.0,72.0,14.52,29.5,7900
1789628098.345,199.51,96.0,7468.0,72.0,14.68,29.5,7905
1789628099.370,199.5,96.0,7468.0,72.0,14.8,29.4,7899
1789628100.398,199.59,96.0,7468.0,72.0,14.96,29.7,7899
1789628101.425,199.46,95.0,7468.0,72.0,14.92,29.2,7905
1789628102.451,199.52,96.0,7468.0,72.0,14.38,29.6,7907
1789628103.477,199.26,96.0,7468.0,72.0,14.36,29.5,7909
1789628104.505,199.56,96.0,7468.0,72.0,14.78,29.3,7908
1789628105.531,199.45,96.0,7468.0,72.0,14.88,29.8,7915
1789628106.559,199.45,96.0,7468.0,72.0,14.75,29.2,7908
1789628107.588,199.33,96.0,7468.0,72.0,14.73,29.8,7892
1789628108.614,199.38,96.0,7468.0,72.0,14.85,29.6,7893
1789628109.640,199.59,96.0,7468.0,72.0,15.01,29.6,7895
1789628110.667,199.42,96.0,7468.0,72.0,14.87,29.6,7890
1789628111.695,199.44,95.0,7468.0,72.0,14.88,29.6,7887
1789628112.722,199.37,95.0,7468.0,72.0,15.05,29.9,7901
1789628113.748,199.43,96.0,7468.0,72.0,15.04,29.5,7896
1789628114.775,199.57,96.0,7468.0,72.0,14.93,29.9,7896
1789628115.803,199.66,96.0,7468.0,72.0,14.92,29.5,7893
1789628116.831,199.2,97.0,7468.0,72.0,14.95,29.7,7909
1789628117.857,199.63,96.0,7468.0,72.0,15.07,29.7,7902
1789628118.883,199.35,96.0,7468.0,72.0,15.0,29.6,7898
1789628119.910,199.56,96.0,7468.0,72.0,15.02,29.7,7895
1789628120.936,199.45,96.0,7468.0,72.0,14.99,29.7,7886
1789628121.963,199.39,96.0,7468.0,72.0,14.94,29.8,7883
1789628122.991,199.34,96.0,7468.0,72.0,15.02,29.8,7884
1789628124.019,199.63,97.0,7468.0,72.0,14.98,29.7,7877
1789628125.046,199.49,96.0,7468.0,72.0,14.63,29.6,7892
1789628126.072,199.71,96.0,7468.0,72.0,15.13,29.5,7889
1789628127.098,199.61,96.0,7468.0,72.0,15.08,29.8,7901
1789628128.126,199.37,96.0,7468.0,72.0,15.01,29.9,7903
1789628129.155,199.68,96.0,7468.0,72.0,15.02,29.7,7908
1789628130.181,199.87,96.0,7468.0,72.0,15.04,29.8,7894
1789628131.209,199.43,96.0,7468.0,72.0,14.5,29.3,7898
1789628132.237,199.57,95.0,7468.0,72.0,14.71,29.5,7895
1789628133.263,199.41,96.0,7468.0,72.0,13.88,29.7,7898
1789628134.290,199.5,95.0,7468.0,72.0,13.62,29.7,7894
1789628135.316,199.5,96.0,7468.0,72.0,14.16,29.7,7910
1789628136.342,91.9,0.0,7468.0,64.0,5.38,4.2,7929
1789628137.373,79.54,0.0,7468.0,62.0,3.8,0.3,7944
1789628138.408,53.97,0.0,7468.0,61.0,4.0,0.4,7944
1789628139.446,47.79,0.0,7468.0,60.0,3.72,0.4,7937
1789628140.484,47.51,0.0,7468.0,60.0,4.13,0.3,7930
1789628141.522,47.38,0.0,7468.0,59.0,3.84,0.4,7924
1789628142.560,47.26,0.0,7468.0,59.0,3.48,0.3,7918
1789628143.599,47.07,0.0,7468.0,58.0,3.78,0.3,7919
1789628144.637,46.89,0.0,7468.0,58.0,4.25,0.3,7912
1789628145.675,46.77,0.0,7468.0,58.0,3.97,0.6,7902
