51.37
51.37
47.22
47.22
33.59
33.59
19.77
19.77
18.27
18.27
17.31
17.31
17.33
17.33
17.35
17.35
18.19
26.20
39.89
39.89
41.19
89.79
180.00
196.86
197.91
199.50
198.65
199.37
198.68
199.17
198.86
198.99
199.08
199.00
174.96
109.06
55.90
