ts,gpu_w,gpu_busy_pct,gpu_vram_mib,gpu_temp_c,cpu_pkg_w,cpu_util_pct,mem_used_mib
1789628594.865,199.49,94.0,3508.0,72.0,14.45,29.0,5975
1789628595.892,199.62,94.0,3508.0,72.0,14.33,29.3,5965
1789628596.917,199.38,96.0,3508.0,72.0,14.09,29.2,5974
1789628597.943,199.37,95.0,3508.0,72.0,14.2,29.2,5964
1789628598.969,199.47,95.0,3508.0,72.0,14.22,29.1,5970
1789628599.998,199.3,94.0,3508.0,72.0,14.27,29.3,5944
1789628601.024,199.39,95.0,3508.0,72.0,14.35,29.5,5945
1789628602.050,168.88,100.0,3508.0,72.0,13.23,27.3,6047
1789628603.076,199.58,100.0,3508.0,72.0,14.58,32.1,6046
1789628604.103,199.55,100.0,3508.0,72.0,14.56,32.1,6052
1789628605.128,199.41,100.0,3508.0,72.0,14.37,31.1,6056
1789628606.155,198.74,100.0,3508.0,72.0,13.76,27.8,6149
1789628607.181,177.19,88.0,3508.0,71.0,14.22,29.8,6491
1789628608.207,199.59,95.0,3508.0,72.0,14.81,29.3,6487
1789628609.234,199.86,95.0,3508.0,72.0,14.45,29.4,6476
1789628610.260,199.53,94.0,3508.0,72.0,14.46,29.3,6477
1789628611.286,157.85,57.0,3508.0,65.0,11.29,19.8,6489
1789628612.312,176.58,100.0,3508.0,72.0,13.78,28.4,6553
1789628613.339,199.11,100.0,3508.0,72.0,14.75,33.2,6549
1789628614.365,198.94,100.0,3508.0,72.0,14.47,31.5,6557
1789628615.392,199.06,100.0,3508.0,72.0,14.57,32.2,6559
1789628616.418,174.05,96.0,3508.0,70.0,12.53,21.7,6966
1789628617.445,198.03,95.0,3508.0,71.0,14.23,29.6,6947
1789628618.470,198.95,90.0,3508.0,72.0,13.9,29.0,6929
1789628619.497,199.26,95.0,3508.0,72.0,14.43,29.3,6920
1789628620.522,199.42,95.0,3508.0,72.0,14.25,28.9,6921
1789628621.547,199.16,94.0,3508.0,72.0,14.41,29.1,6926
1789628622.573,198.99,95.0,3508.0,72.0,14.41,29.2,6910
1789628623.598,199.19,94.0,3508.0,72.0,14.21,29.3,6917
1789628624.624,199.43,95.0,3508.0,72.0,14.57,29.0,6917
1789628625.650,199.71,95.0,3508.0,72.0,14.69,29.1,6910
1789628626.676,199.6,95.0,3508.0,72.0,14.21,29.0,6917
1789628627.702,199.55,95.0,3508.0,72.0,14.28,29.5,6920
1789628628.731,199.63,95.0,3508.0,72.0,14.47,29.3,6911
1789628629.758,145.49,0.0,3508.0,68.0,11.26,21.2,6998
1789628630.784,198.72,100.0,3508.0,72.0,14.54,32.2,6992
1789628631.811,199.04,100.0,3508.0,72.0,14.58,32.0,7007
1789628632.837,199.33,100.0,3508.0,72.0,14.57,32.3,7005
1789628633.864,197.89,100.0,3508.0,72.0,13.84,27.8,7052
1789628634.890,182.24,95.0,3508.0,67.0,14.45,30.0,7477
1789628635.916,181.65,95.0,3508.0,71.0,14.81,29.0,7464
1789628636.942,197.99,96.0,3508.0,72.0,14.43,29.2,7462
1789628637.968,199.18,95.0,3508.0,72.0,14.56,29.3,7454
1789628638.995,157.2,0.0,3508.0,65.0,11.27,19.6,7516
1789628640.020,178.07,100.0,3508.0,72.0,14.02,29.8,7540
1789628641.046,199.13,100.0,3508.0,72.0,14.57,32.1,7536
1789628642.071,199.17,100.0,3508.0,72.0,14.72,32.7,7546
1789628643.098,199.27,100.0,3508.0,72.0,14.59,31.6,7534
1789628644.124,178.59,28.0,3508.0,67.0,13.44,26.3,7934
1789628645.151,195.13,94.0,3508.0,72.0,14.64,29.0,7903
1789628646.180,199.28,95.0,3508.0,72.0,14.76,29.4,7912
1789628647.205,199.1,94.0,3508.0,72.0,14.45,29.1,7898
1789628648.232,199.21,96.0,3508.0,72.0,14.24,29.1,7891
1789628649.259,198.9,95.0,3508.0,72.0,14.53,29.3,7885
1789628650.286,199.03,95.0,3508.0,72.0,14.57,29.1,7875
1789628651.312,199.07,96.0,3508.0,72.0,14.48,29.3,7869
1789628652.339,198.93,96.0,3508.0,72.0,14.46,29.3,7874
1789628653.365,199.24,96.0,3508.0,72.0,14.74,29.2,7847
1789628654.391,199.21,96.0,3508.0,72.0,14.24,29.3,7836
1789628655.417,184.2,96.0,3508.0,67.0,12.44,24.1,7852
1789628656.448,85.45,0.0,3508.0,64.0,3.72,0.3,7861
1789628657.486,61.58,0.0,3508.0,62.0,4.03,0.4,7846
1789628658.524,54.77,0.0,3508.0,61.0,4.08,0.3,7840
1789628659.562,47.86,0.0,3508.0,60.0,3.94,0.5,7809
1789628660.599,47.6,0.0,3508.0,60.0,3.55,0.3,7812
1789628661.632,47.51,0.0,3508.0,59.0,4.24,0.2,7801
1789628662.669,47.28,0.0,3508.0,59.0,3.89,0.4,7781
1789628663.707,47.05,0.0,3508.0,58.0,3.77,0.4,7783
1789628664.739,46.93,0.0,3508.0,58.0,3.89,0.3,7785
1789628665.776,46.83,0.0,3508.0,57.0,4.05,0.8,7898
1789628666.801,129.18,96.0,3508.0,66.0,13.68,28.6,7909
1789628667.827,198.77,95.0,3508.0,67.0,14.25,29.2,7908
1789628668.855,199.35,96.0,3508.0,68.0,14.0,29.2,7907
1789628669.881,199.58,96.0,3508.0,68.0,14.19,29.0,7916
1789628670.910,199.11,96.0,3508.0,68.0,14.08,29.1,7917
1789628671.939,199.51,96.0,3508.0,69.0,14.42,29.1,7913
1789628672.967,199.31,95.0,3508.0,69.0,14.43,29.3,7924
1789628673.993,150.44,0.0,3508.0,62.0,10.22,17.8,7916
1789628675.025,167.0,100.0,3508.0,69.0,13.39,27.5,7716
1789628676.052,198.82,100.0,3508.0,70.0,14.89,34.1,7706
1789628677.077,199.01,100.0,3508.0,70.0,14.22,30.3,7708
1789628678.103,198.93,100.0,3508.0,70.0,14.64,32.4,7717
1789628679.130,198.98,95.0,3508.0,70.0,13.95,26.6,7806
1789628680.157,199.2,95.0,3508.0,70.0,14.91,29.3,7820
1789628681.183,198.98,95.0,3508.0,70.0,14.87,29.0,7817
1789628682.209,199.26,96.0,3508.0,70.0,14.66,29.2,7807
1789628683.235,199.43,95.0,3508.0,71.0,14.83,29.3,7808
1789628684.262,199.73,95.0,3508.0,71.0,14.64,29.2,7792
1789628685.289,199.59,95.0,3508.0,71.0,14.53,29.3,7783
1789628686.318,199.47,96.0,3508.0,71.0,14.4,29.5,7776
1789628687.346,199.18,96.0,3508.0,71.0,14.24,29.3,7778
1789628688.372,199.18,96.0,3508.0,71.0,14.35,29.3,7761
1789628689.398,198.94,96.0,3508.0,71.0,14.6,29.3,7762
1789628690.426,199.15,96.0,3508.0,71.0,14.5,29.3,7774
1789628691.451,199.61,96.0,3508.0,72.0,14.17,29.2,7776
1789628692.478,199.45,96.0,3508.0,72.0,14.33,29.4,7761
1789628693.507,199.3,96.0,3508.0,72.0,14.32,29.6,7768
1789628694.536,199.46,96.0,3508.0,72.0,14.29,29.4,7776
1789628695.564,199.31,96.0,3508.0,72.0,14.58,29.3,7775
1789628696.590,199.39,96.0,3508.0,72.0,14.52,29.4,7763
1789628697.616,199.6,96.0,3508.0,72.0,14.56,29.5,7754
1789628698.645,199.49,96.0,3508.0,72.0,14.18,29.4,7753
1789628699.672,199.54,96.0,3508.0,72.0,14.38,29.4,7732
1789628700.699,199.54,96.0,3508.0,72.0,14.43,29.3,7733
1789628701.727,199.55,96.0,3508.0,72.0,14.41,29.4,7731
1789628702.755,199.61,96.0,3508.0,72.0,14.38,29.5,7735
1789628703.783,199.43,96.0,3508.0,72.0,14.53,29.4,7731
1789628704.812,199.58,96.0,3508.0,72.0,14.56,29.3,7713
1789628705.839,199.6,96.0,3508.0,72.0,14.39,29.6,7713
1789628706.867,199.76,96.0,3508.0,72.0,14.57,29.5,7714
1789628707.893,199.8,96.0,3508.0,72.0,14.09,29.5,7715
1789628708.919,199.65,96.0,3508.0,72.0,14.74,29.2,7717
1789628709.946,199.4,93.0,3508.0,72.0,14.93,29.3,7715
1789628710.973,199.73,95.0,3508.0,72.0,15.03,29.5,7723
1789628711.999,199.66,95.0,3508.0,72.0,15.0,29.5,7708
1789628713.025,199.32,95.0,3508.0,72.0,14.84,29.3,7706
1789628714.051,199.81,95.0,3508.0,73.0,14.95,29.6,7717
1789628715.077,199.65,95.0,3508.0,72.0,14.99,29.5,7710
1789628716.104,199.16,96.0,3508.0,72.0,14.86,29.3,7726
1789628717.131,199.53,95.0,3508.0,72.0,14.97,29.5,7728
1789628718.158,199.46,96.0,3508.0,72.0,14.9,29.2,7720
1789628719.185,199.3,94.0,3508.0,72.0,14.89,29.9,7727
1789628720.211,199.29,96.0,3508.0,72.0,14.44,29.3,7712
